"门店名称","款式","商品性质","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)"
" -> 桂林2店 -> 袜","袜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
" -> 桂林2店 -> 袜 -> 停止进货","袜","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
" -> 桂林2店 -> 未定义","未定义","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 未定义 -> 停止进货","未定义","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 有领长袖","有领长袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 有领长袖 -> 清理","有领长袖","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 满印","满印","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 满印 -> 新款试货","满印","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 正常风衣（外套）","正常风衣（外套）","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1"
" -> 桂林2店 -> 正常风衣（外套） -> 清理","正常风衣（外套）","清理","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 正常风衣（外套） -> 停止进货","","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1"
" -> 桂林2店 -> 套衫短板毛衣","套衫短板毛衣","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 套衫短板毛衣 -> 清理","套衫短板毛衣","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 套头","套头","","","","","","","","","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 套头 -> 停止进货","套头","停止进货","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 套头 -> 清理","","清理","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 套衫短板卫衣","套衫短板卫衣","","","","","","","","","","12","13","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 套衫短板卫衣 -> 停止进货","套衫短板卫衣","停止进货","","","","","","","","","12","13","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 套衫短板卫衣 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 内外套装","内外套装","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
" -> 桂林2店 -> 内外套装 -> 停止进货","内外套装","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
" -> 桂林2店 -> 立领","立领","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 立领 -> 停止进货","立领","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 带帽","带帽","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 带帽 -> 清理","带帽","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 中袖","中袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 中袖 -> 停止进货","中袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 中裤","中裤","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 中裤 -> 新款试货","中裤","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 净色","净色","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
" -> 桂林2店 -> 净色 -> 清理","净色","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 净色 -> 停止进货","","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
" -> 桂林2店 -> 无领中袖","无领中袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 无领中袖 -> 停止进货","无领中袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 条纹","条纹","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 桂林2店 -> 条纹 -> 停止进货","条纹","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店","","","24","19","","","9","22","","","20","25","3","","3","2","3","1","","","","","5","6","","","","","6","11","","","","","","","2","1","",""
" -> 沪青店 -> 9","9","","","","","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 9 -> 正常补货","9","正常补货","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 9 -> 停止进货","","停止进货","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 9 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 9 -> 清理","","清理","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 短袖短板T恤","短袖短板T恤","","9","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 短袖短板T恤 -> 停止进货","短袖短板T恤","停止进货","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 短袖短板T恤 -> 正常补货","","正常补货","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 短袖短板T恤 -> 清理","","清理","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 短袖短板T恤 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> [未知]","[未知]","","11","3","","","","2","","","","","","","1","2","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 沪青店 -> [未知] -> 停止进货","[未知]","停止进货","8","","","","","2","","","","","","","1","2","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 沪青店 -> [未知] -> 正常补货","","正常补货","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> [未知] -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> [未知] -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 长裤","长裤","","","","","","5","18","","","","","","","","","","","","","","","5","6","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 长裤 -> 停止进货","长裤","停止进货","","","","","5","10","","","","","","","","","","","","","","","1","5","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 长裤 -> 清理","","清理","","","","","","8","","","","","","","","","","","","","","","4","1","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 立领","立领","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 立领 -> 停止进货","立领","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 净色","净色","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","","","","","","","","","",""
" -> 沪青店 -> 净色 -> 停止进货","净色","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","","","","","","","","","",""
" -> 沪青店 -> 无领中袖","无领中袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","","","","","","","","","",""
" -> 沪青店 -> 无领中袖 -> 停止进货","无领中袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","","","","","","","","","",""
" -> 沪青店 -> 套衫短板卫衣","套衫短板卫衣","","","","","","","","","","15","18","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 套衫短板卫衣 -> 清理","套衫短板卫衣","清理","","","","","","","","","12","8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 套衫短板卫衣 -> 停止进货","","停止进货","","","","","","","","","3","10","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 上下套装","上下套装","","","","","","","","","","","","","","","","3","1","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 上下套装 -> 停止进货","上下套装","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 上下套装 -> 清理","","清理","","","","","","","","","","","","","","","3","1","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 短袖","短袖","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 短袖 -> 停止进货","短袖","停止进货","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 短袖 -> 正常补货","","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 套头","套头","","","","","","","","","","5","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 套头 -> 停止进货","套头","停止进货","","","","","","","","","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 套头 -> 清理","","清理","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 套头 -> 正常补货","","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 中袖","中袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 中袖 -> 新款试货","中袖","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 中袖 -> 停止进货","","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 正常风衣（外套）","正常风衣（外套）","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 正常风衣（外套） -> 停止进货","正常风衣（外套）","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 正常风衣（外套） -> 清理","","清理","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 正常夹克","正常夹克","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 正常夹克 -> 停止进货","正常夹克","停止进货","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 正常夹克 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 长袖","长袖","","4","5","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","",""
" -> 沪青店 -> 长袖 -> 停止进货","长袖","停止进货","1","2","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","",""
" -> 沪青店 -> 长袖 -> 清理","","清理","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 有领长袖","有领长袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 沪青店 -> 有领长袖 -> 停止进货","有领长袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 沪青店 -> 鞋","鞋","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","",""
" -> 沪青店 -> 鞋 -> 停止进货","鞋","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","",""
" -> 沪青店 -> 鞋 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 中袖短板T恤","中袖短板T恤","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 中袖短板T恤 -> 停止进货","中袖短板T恤","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 带帽","带帽","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 带帽 -> 停止进货","带帽","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 套衫短板毛衣","套衫短板毛衣","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 套衫短板毛衣 -> 清理","套衫短板毛衣","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 开衫","开衫","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 沪青店 -> 开衫 -> 清理","开衫","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店","","","19","37","","","22","28","","","27","38","","","11","10","1","1","","","","11","2","10","","","","","5","-1","","1","","","","","","","","1"
" -> 重固店 -> [未知]","[未知]","","7","12","","","","4","","","3","5","","","6","2","","","","","","","1","4","","","","","","","","","","","","","","","",""
" -> 重固店 -> [未知] -> 停止进货","[未知]","停止进货","7","8","","","","4","","","3","5","","","6","2","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> [未知] -> 正常补货","","正常补货","","4","","","","","","","","","","","","","","","","","","","1","4","","","","","","","","","","","","","","","",""
" -> 重固店 -> [未知] -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 中袖短板T恤","中袖短板T恤","","3","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 中袖短板T恤 -> 停止进货","中袖短板T恤","停止进货","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 中袖短板T恤 -> 正常补货","","正常补货","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 短袖短板T恤","短袖短板T恤","","6","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 短袖短板T恤 -> 正常补货","短袖短板T恤","正常补货","6","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 短袖短板T恤 -> 停止进货","","停止进货","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 短袖短板T恤 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 短袖","短袖","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 短袖 -> 正常补货","短袖","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 短袖 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 短袖 -> 停止进货","","停止进货","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 长裤","长裤","","","","","","22","24","","","","","","","","","","","","","","","1","5","","","","","","","","","","","","","","","",""
" -> 重固店 -> 长裤 -> 停止进货","长裤","停止进货","","","","","19","23","","","","","","","","","","","","","","","0","4","","","","","","","","","","","","","","","",""
" -> 重固店 -> 长裤 -> 清理","","清理","","","","","3","1","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","",""
" -> 重固店 -> 长裤 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 长袖","长袖","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","3","-1","","","","","","","","","",""
" -> 重固店 -> 长袖 -> 停止进货","长袖","停止进货","2","","","","","","","","","","","","","","","","","","","","","","","","","","3","-1","","","","","","","","","",""
" -> 重固店 -> 长袖 -> 清理","","清理","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 正常夹克","正常夹克","","","","","","","","","","","","","","4","3","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 正常夹克 -> 停止进货","正常夹克","停止进货","","","","","","","","","","","","","4","3","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 正常夹克 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 套衫短板卫衣","套衫短板卫衣","","","","","","","","","","23","32","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 套衫短板卫衣 -> 清理","套衫短板卫衣","清理","","","","","","","","","4","13","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 套衫短板卫衣 -> 停止进货","","停止进货","","","","","","","","","19","19","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 9","9","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
" -> 重固店 -> 9 -> 停止进货","9","停止进货","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
" -> 重固店 -> 中袖","中袖","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 中袖 -> 停止进货","中袖","停止进货","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 套头","套头","","","","","","","","","","1","1","","","","","","","","","","-1","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 套头 -> 清理","套头","清理","","","","","","","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 套头 -> 停止进货","","停止进货","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 未定义","未定义","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 未定义 -> 停止进货","未定义","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 正常风衣（外套）","正常风衣（外套）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
" -> 重固店 -> 正常风衣（外套） -> 清理","正常风衣（外套）","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
" -> 重固店 -> 带帽","带帽","","","","","","","","","","","","","","1","5","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 带帽 -> 停止进货","带帽","停止进货","","","","","","","","","","","","","1","5","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 带帽 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 开衫","开衫","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 开衫 -> 停止进货","开衫","停止进货","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 开衫 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 内外套装","内外套装","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
" -> 重固店 -> 内外套装 -> 停止进货","内外套装","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
" -> 重固店 -> 上下套装","上下套装","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 上下套装 -> 停止进货","上下套装","停止进货","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 条纹","条纹","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","-1","","","","","","","","","",""
" -> 重固店 -> 条纹 -> 停止进货","条纹","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","2","-1","","","","","","","","","",""
" -> 重固店 -> 套衫短板毛衣","套衫短板毛衣","","","","","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 套衫短板毛衣 -> 清理","套衫短板毛衣","清理","","","","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 长袖短板T恤","长袖短板T恤","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 长袖短板T恤 -> 停止进货","长袖短板T恤","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 净色","净色","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 净色 -> 停止进货","净色","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 鞋","鞋","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 鞋 -> 停止进货","鞋","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 重固店 -> 无领中袖","无领中袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 重固店 -> 无领中袖 -> 停止进货","无领中袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 赵巷店","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 赵巷店 -> [未知]","[未知]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 赵巷店 -> [未知] -> 新款试货","[未知]","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店","","","32","40","","","64","57","","","29","137","1","1","8","7","1","","5","","6","46","29","26","","","","","4","8","","2","","","","","","","","2"
" -> 高跃店 -> 中袖短板T恤","中袖短板T恤","","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 中袖短板T恤 -> 停止进货","中袖短板T恤","停止进货","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 中袖短板T恤 -> 正常补货","","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> [未知]","[未知]","","11","13","","","3","","","","","1","","","7","3","","","","","","","","2","","","","","1","","","","","","","","","","","2"
" -> 高跃店 -> [未知] -> 停止进货","[未知]","停止进货","4","3","","","","","","","","1","","","7","3","","","","","","","","","","","","","1","","","","","","","","","","","2"
" -> 高跃店 -> [未知] -> 正常补货","","正常补货","7","9","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
" -> 高跃店 -> [未知] -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> [未知] -> 清理","","清理","","1","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 短袖短板T恤","短袖短板T恤","","15","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 短袖短板T恤 -> 正常补货","短袖短板T恤","正常补货","14","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 短袖短板T恤 -> 停止进货","","停止进货","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 立领","立领","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 立领 -> 停止进货","立领","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 套衫短板卫衣","套衫短板卫衣","","","","","","","","","","28","107","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 套衫短板卫衣 -> 停止进货","套衫短板卫衣","停止进货","","","","","","","","","22","55","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 套衫短板卫衣 -> 清理","","清理","","","","","","","","","6","52","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 长裤","长裤","","","","","","61","54","","","","","","","","","","","","","","","22","23","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 长裤 -> 停止进货","长裤","停止进货","","","","","12","16","","","","","","","","","","","","","","","4","6","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 长裤 -> 正常补货","","正常补货","","","","","2","2","","","","","","","","","","","","","","","2","2","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 长裤 -> 清理","","清理","","","","","47","36","","","","","","","","","","","","","","","16","15","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 长裤 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 长袖","长袖","","2","7","","","","","","","1","","","","","","","","","","","","","","","","","","3","7","","","","","","","","","",""
" -> 高跃店 -> 长袖 -> 停止进货","长袖","停止进货","","1","","","","","","","1","","","","","","","","","","","","","","","","","","3","3","","","","","","","","","",""
" -> 高跃店 -> 长袖 -> 清理","","清理","2","6","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","",""
" -> 高跃店 -> 宽松风衣（外套）","宽松风衣（外套）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 宽松风衣（外套） -> 清理","宽松风衣（外套）","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 正常夹克","正常夹克","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","1","","","","","","","",""
" -> 高跃店 -> 正常夹克 -> 清理","正常夹克","清理","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","1","","","","","","","",""
" -> 高跃店 -> 正常夹克 -> 停止进货","","停止进货","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
